NU_SEQUENCIAL;NU_ANO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO
145122;2024;24022144;2400901;Antônio Martins;24;RN;2;1;1;2409308;Patu;24;RN;1;1;1;1;1419;1385;1398;1407;411.7;309.2;486.7;504.8;EBCCDEEDBCADEEBCCABACAEBBEADCCDBECEDBBDDCABBD;CCAECACDBDBD*DCDBDCDBCDEACACBB*CDEABECDBCEACE;ACEDCCDCBCEECDABCBEEBACEBCBEADDCACEDBDCBACDEC;BACADCDBECADEAEABACDCCEDBECEDACEACDDEDCAACACE;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;140;200;140;160;180;820
385416;2024;;;;;;;;;2800308;Aracaju;28;SE;1;1;1;1;1420;1383;1395;1408;528.6;575.4;545.9;422.1;EBCDADCEBEBBDBDEEADCAADCDCDDBEBACCCBEDEAEBCAB;AECBBDBCDEADBEBBAACDCEECEBABEADAEBADAEBCDBDCA;ABADDECBECDDDDBEEDDCBCCCEBECABABDADBCDECABBEB;CDCDBCCACECDBCCBEEBBABCDBEDBCAAECBDEAABEBEADB;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;160;120;120;160;680
1206752;2024;;;;;;;;;3541406;Presidente Prudente;35;SP;1;1;1;1;1422;1384;1396;1410;618.6;625.2;634;683.8;BACEEBBDCBCBAEDDDEBEDAACAACBCDEEBBCBCBEBDADCA;DADAACBBECBDEBBBEAEABCDACDEADCEEEACDAECAECEDA;AACEADBDECBBEBEEBDDECCDEDDACDDBDEBDCBDEECEDDC;CCCEEBADADEBDEDBEDAAAADCAACCBADCCBCDADCCBECED;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;140;180;140;140;180;780
1983372;2024;51089998;5107768;Santa Rita do Trivelato;51;MT;2;1;1;5106224;Nova Mutum;51;MT;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
675457;2024;28026730;2800308;Aracaju;28;SE;2;1;1;2804805;Nossa Senhora do Socorro;28;SE;1;1;1;1;1419;1385;1398;1407;429.6;544.7;523.3;465.6;DEAADEBDCACBBEADCBADABDEBCADBABAEABAEACDCDBCC;CAEBBDDBECCCACACADEBDBDADBDBEABEAACDAABEDCEAD;BDCDBCDCBCEEDCEBEAEDAACEBCBADDEBBABDABDEDACCB;ACBCDDBDCBCBCEEDBACAEADDABDCBCDEDACBDABEDCDEC;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;160;160;140;140;120;720
3254556;2024;35046085;3503208;Araraquara;35;SP;2;1;1;3503208;Araraquara;35;SP;1;1;1;1;1419;1385;1398;1407;455.6;517.9;473.2;442.8;DCDABACDDDBECECECCADCCACEDCBDEACACEAEEBDBCBBA;AEECBCDBEBECBDABEABABDCDDEABECEDCADACEAEBCDDE;CBAACCDCBCAEAEBABECEADCCBAEDDBEEDAEECCBEDDECB;DDCEEECCEDADADABECADABCCADCCBDEDADBDDDDBBDCCC;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;140;120;120;120;80;580
2153045;2024;;;;;;;;;2800308;Aracaju;28;SE;1;1;1;1;1420;1383;1395;1408;699.1;599.8;564.6;709;EAEDDACCAEEDCBBDCDBBDAACDEBDCCEEBAACDDDEBBDCB;CBCBEEACABADDDBDDBCDDADCEDADBADAEEADEEBADACCC;DDAACECBECADDBBDEDDECDDBEBCBCCEDDBDABBEDDDEEB;CEAEDEDBBDDBDCDDBBCBBCCDDACCBEBCBBCDDDAADBBDE;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;160;200;180;180;180;900
2764875;2024;;;;;;;;;3201308;Cariacica;32;ES;0;1;1;0;;1386;1397;;;363.4;529;;;CCCCCCCDDCDEADBACCCCCDDBDEDCDEABCCCCCCCCDDDDD;DECCCCBEDADEDCDBBEABDACCCCBCCCBCCEEEDDCCCDECD;;1;;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;;1;80;120;100;60;60;420
615738;2024;;;;;;;;;5300108;Brasília;53;DF;1;1;1;1;1420;1383;1395;1408;542;557.2;611.6;522.1;EAEDBBCAAEDCDCDBCBDBDDEDBBDABCEBCCDDDCADDADCB;AECEBEACDEADBECBDBEDEABCCEAADAEEBCCECEDADBCCD;CAAAEECCECEDDCBDEBCCBDBBCBCDAEBCDADACBEDADEEB;CDDECEBACCABCCDCDABDABBACCCACBACDBCDBCCDAEDCA;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;120;120;80;120;560
1046655;2024;15574865;1505809;Portel;15;PA;2;1;1;1505809;Portel;15;PA;1;1;1;1;1420;1383;1395;1408;343.9;400.9;338;396.6;ABACDACEBCABEADCCBDEAAEBBCBEAACBACEDEACDADBCE;BEEAACDACBAD*CAACBDBCEAECACBADEAEACDDDCABCDBA;BAACDCDBAECEAEBABDBEBDCCBAADCEBCAEBDADDAABCBD;ACBCAEDCABECABDBECABCEDCACBCEBCAECBDACDEABECE;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;80;100;60;120;80;440
3011808;2024;;;;;;;;;3534401;Osasco;35;SP;1;1;1;1;1421;1386;1397;1409;480.5;519.8;550.9;427.1;DACECEAEECAEBEDDADDCAECCDDCEBEDACCBAAEABABDAD;ADDAADECCBAECDEAABDDABABACBABBABAEBAEDDEBAECD;AACBACBECADEECDCCEABCBEBEEDBDCBDCABEDDAECCEAA;ABBACDACDBDECDAEECBCCEDCEEACECBAEDCEDACCDABAA;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;120;120;60;80;120;500
4255082;2024;;;;;;;;;1200401;Rio Branco;12;AC;1;1;1;1;1420;1383;1395;1408;486;550.4;567.5;512.7;CACBCACCCEDCBCDACCBCDACCAECCDCDCCBCECCDBCCACB;CECBCEDCBACDDECBBBCDCABBECBDBBCACCADCEBABBADA;CDCCBBCBECDDDCBDECDACBDDCBCBBCBBDBDCDBDCADEEB;CCBCBBDCACEBDCACEDCCCBCCDABDCCEBCBDDACCCDDCCC;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;120;120;120;120;600
1129684;2024;23166185;2308401;Missão Velha;23;CE;2;1;1;2307304;Juazeiro do Norte;23;CE;1;1;1;1;1421;1386;1397;1409;350;436.8;380.1;484.3;CEABEECECABCABDBCCCBEDBCADEACBECABDEACCAEBEAE;BDEACBADBEACCEBABDBECBBCEABABBDECADBDAEDCBDAB;DBECBBADCDBCABCDEBAACEBCECCBDECADDCCCEBBEBAEB;ACDACDCEBCECDAEDDBCEACEADBEBDCBCDDDDABADBEDAB;1;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;80;120;80;120;80;480
261059;2024;35004704;3550308;São Paulo;35;SP;2;1;1;3550308;São Paulo;35;SP;1;1;1;1;1419;1385;1398;1407;575.8;636.1;581.1;703.1;BAEDECBDACACCBCDAABDCCEEEDEBDBAAADDEEDCCEADCD;CEEDBADBEECCEDADBEEEDCCAEBEBEBEEEACECEDBCDAAD;EAABEBDCBDEECCBDAACDBDCEECBECADBCEBDBDADDCEDB;DECABBADDDBECBDBADCCBDCCBCBDBDEEABCBBABDBAEBD;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;160;200;160;200;200;920
2885879;2024;;;;;;;;;1505536;Parauapebas;15;PA;1;1;1;1;1421;1386;1397;1409;531.8;506.2;518.7;402.6;DDBDACBDBBCEACCDBDBDCDECECCBBABBCBBEEEAAEBAED;CCDCAEEAEAECBAAAABBABCACDDDBBEDEAECAABEEBB*CA;EDCBABBEAAACDBDDBDDBDDCCDEDADCBBCEAEDDAACBECA;DDBCBAEAABBDDEEECBBCCDDEEAABBCCDAEEAABCECDDEA;1;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;160;200;200;200;180;940
3318621;2024;;;;;;;;;3106200;Belo Horizonte;31;MG;1;1;1;1;1420;1383;1395;1408;602.5;470.8;464.9;548.9;EEEDADCAEEEBBDBDACBECADBEEBCBDBECCAEBBDEBBDDB;BECBEECDDBCDDAEBCCDEBDAEBAABCDAAAAAAAAAAAAAAA;DDCDCECBECCDCBBCECAEDBBABAAAAAAAAAAAAAAAAAAAA;CEBECEBAECAECEEEBCCEEAEECEDEBDBAEBCBBCBDBECEE;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;140;180;160;140;180;800
1235173;2024;33199558;3301009;Campos dos Goytacazes;33;RJ;4;1;1;3301009;Campos dos Goytacazes;33;RJ;1;1;1;1;1420;1383;1395;1408;619.6;617.7;646.4;604.8;.CABDACEACEDCADABDDB.ACEBCBBBAEECACECDDDBBDDB;CDCEBEBCEBDDADEABBCDCAECEDACDEEABEADEDBCDABBA;CAAADECBECADDCBDEDDCEDBACBCCDDCBDBEACBEDADEEB;EEDC*CCCCBABCCADDCBBBEBCCEBDEDACACBEDCB*DDBBC;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;160;200;140;140;140;780
1059397;2024;31108987;3170404;Unaí;31;MG;2;1;1;3170404;Unaí;31;MG;1;1;1;1;1421;1386;1397;1409;554.8;589;604.5;697.5;DABDAEECDACDACBCDDABCDCDDDACBCBECBBEAEADBACEA;ABEEAEEEBEAECEDAADBDBEBCDADBBCEEAECABDACDACEB;AACEADBEBADEEADBEDABCEBCAACCABDDDBDEDDCECBECE;CDBCDABDBEDEDEDABAEBBECDBEECBABACCDCDABBDDACB;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;120;120;120;120;120;600
1682234;2024;33017522;3303708;Paraíba do Sul;33;RJ;2;1;1;3303708;Paraíba do Sul;33;RJ;1;1;1;1;1420;1383;1395;1408;390.5;292.3;461.3;407.6;BDBACAEBDDACBCEBCDDACACEACDBEBAABDBEDCBAECBDA;ACEBDCADCEBDCDBECDDBAECDDBDBECDBECEBDBECACECA;ADBAAECBEDEBDCCCDBBCEDCAEBBBDCBACEABDDCEBDACC;EEAEDBBDBADBECDDBCBEDCDEBEDDBEBCEBCAAABCEACBD;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;4;0;0;0;0;0;0
3819776;2024;;;;;;;;;1302603;Manaus;13;AM;1;1;1;1;1420;1383;1395;1408;481.5;561.6;526.9;455.2;DAEAEDDBACDDCCBCBEEDCBDECCECBABBBBCCAAAEECDCA;ADCABEBCEDCEDEDDBBAEBADCEDAEECEAEDADEEDADABDB;AEDDBECBECDDDCBCECBABAEABBDDBADCDDADCCCCABCED;CDBCCBDBDAABDBBEADCDABEDAEDDADECEBDDBDCDCDABD;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;120;80;100;60;480
4106443;2024;32043686;3202405;Guarapari;32;ES;2;1;1;3202405;Guarapari;32;ES;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
24960;2024;;;;;;;;;1501402;Belém;15;PA;1;1;1;1;1419;1385;1398;1407;571.3;547.4;571.3;447.5;BCEADCDBABABCDEBEECDDDACECEECADAAEEECDBBCCAED;AAEEBCBBBACCEDACBACACBAACEEACBBDEABADBCACCDAD;CABCABDCDDEEDAAABDBCADEEACCEDADBCEEDCDADDAECB;CCDDDBBCDBDDEBCBDBADACCEBBACBDCDCCAADADCCBCCD;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;120;160;140;160;140;720
349459;2024;;;;;;;;;2927408;Salvador;29;BA;1;1;1;1;1421;1386;1397;1409;418.9;407.3;415.2;415.4;AABBCEECABDABDDCCDADEEABCBCBBBAEABDEAEACBDCCA;ACBEADACAEBCCDEBCDABCECABCEAEBBBAEACADAAEAABA;AAABEEDBCACBEDCACCCBADDABACBEAEEDBADADBBCDDCA;BACCADBCADEBCEDBACBCACCBDDCDBBCDCBEBABDCDBBAC;1;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;4;0;0;0;0;0;0
468992;2024;;;;;;;;;3120904;Curvelo;31;MG;1;1;1;1;1422;1384;1396;1410;486.7;520.7;558.5;471.6;CDAEBCACEBBECEDCBDAEBEBABBCDCCDBDECDCBDACADEB;ACDBCCDDEBADEBDCECEAEBDBDCCAEEDCBACBBEDABCCBA;EBACEDBDECBEDAEEBDDBBCBECDBBBBBDEBDABAEECABDC;BEDEBADBDBDBCABBACABEBADBACBEDBCBACDDBBBABCBE;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;160;180;140;160;160;800
4262922;2024;;;;;;;;;3501608;Americana;35;SP;1;1;1;1;1421;1386;1397;1409;469.3;502.4;507.4;440.7;DBCABCEACEEABCEDDCDEBACCBDEEEBACEDCEABEDBADAA;ADBAACBDDBAEEABADBCCCECCDBDEBEDCEBAACECBBDDEA;BAABCEDEBDDEEBDECDDBDABBBDAEDCBDBBAEBDEBCAEAC;BCABBACBCBCDDCBEDDADDEACDBEBCEBEDECBECABDBCEA;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;140;120;80;100;140;580
2284445;2024;;;;;;;;;3143302;Montes Claros;31;MG;1;1;1;1;1421;1386;1397;1409;590.4;562.7;578.9;558.6;DCBDDEDBABBDECB..CDCADCEABC*EABA.CDEACCA.CCEC;ABBEAEEEEBAECECADCCDCDACBADDECDBCECAEBEBCAACD;EACDDCBEDCDEEBDAEDABDEADBAECDDCDABDEDDDECBECC;ECBBBADEEBBBCAAAECDCADBBCAECBDBDAACBDEEABDACC;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;80;160;120;120;100;580
2110539;2024;51036665;5103403;Cuiabá;51;MT;2;1;1;5103403;Cuiabá;51;MT;1;1;1;1;1420;1383;1395;1408;374.9;472.9;423.6;398.2;EDABECBBADDAEADAECEDCBABBDEAAEAACDCBEBEABBACA;ABBACECDDAECDEDAABCCCBBCAEADEAAADECABECDBCBBC;DABBCEEBEADAEDCCEAADCAACDAAEBADCDACADEADABDCB;EDCBAACDAACADCDBCBEBEAAEBEDCCBEEECBADAABABABE;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;80;120;80;120;0;400
4058636;2024;;;;;;;;;3530607;Mogi das Cruzes;35;SP;1;1;1;1;1420;1383;1395;1408;450.1;437.7;498.5;385.5;ACEDEADBDABDCBACBCEDBDDEBDEDDDABECBAAAAEEADDC;CECADDACACCAEEDABCEADBDDABACEBDAECDDCEADBDCDC;ABADCECBECEBEEDDEBDCCDABDBCADEDDDADAEABCBCAEA;DAECDDECBBADEBDBCBDBDACBDDECBBCEDCBEBABDCCDED;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;80;120;120;120;80;520
2238370;2024;;;;;;;;;2706901;Pilar;27;AL;1;1;1;1;1422;1384;1396;1410;568.5;576.6;585.8;556.5;AACBBCBBECBEAEDDBDEEBBDCCACDEBEDEEEBABDDBADCC;ACBBBEDAECABCBBAEBCABADAABDADCEECACDADCAECEDA;AACBADADACBBDBEEBCDBBCBEEDAABCBDEBDEBAEECEDAC;BADECCEBDCABCBCBCBCCDCCBCDCCACDCAAADADDEADCDD;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;120;140;120;100;160;640
2040790;2024;;;;;;;;;5208707;Goiânia;52;GO;1;1;1;1;1421;1386;1397;1409;463.9;530.5;565.9;421.2;CDCDBBADBEDEBCEADEBAADDDDCCCDABDAADBCCCECECEB;ACDEADEEAEABCEDAEDADCBCCDBEAECCEAAEAEABACDCEA;AADEDCBACADCEBDEBDDBDCEABCCACEEDBBDEDDAECBECD;DBECDDCECDBDBACBDDECCCDECBEABEAEDCCDACACDCABE;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;80;120;80;80;120;480
3129957;2024;;;;;;;;;3168606;Teófilo Otoni;31;MG;1;1;1;1;1421;1386;1397;1409;611.3;657;674.2;666.1;ACCBDEEDACCBACBDEDCBAACEAEBECABDEBCCAEAACCAEA;ACBEADAEBBAECEDADBADBEBEAEDDB*DEAECAEDEABEECE;AACEACBEDADEEBEABDBBCADCBDCCADDDCBDEDDCECBECC;CBBBDADDBDDACDDABCCBDCCCDCADBBDCCCCCBBBDEDCDC;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;140;200;160;180;200;880
1600567;2024;;;;;;;;;4216602;São José;42;SC;1;1;1;1;1420;1383;1395;1408;545.2;590.6;552.8;486.8;CEEACDDBCDEBBBACDABEBDDCACEAABDACACBDEAEBBDDB;AECABEBDDBCDDEADBBCBCAECCDAAEADAEEACABDADADDA;ABADCECEECADDDBDEDDCDAEABBCDAEDBDBDDEBECACDEB;BDCEBDCCEBCAADCCADDEBCADCECACBACABDDCCEDCADBD;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;160;160;140;120;160;740
1285865;2024;;;;;;;;;1721208;Tocantinópolis;17;TO;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
2982404;2024;;;;;;;;;3202405;Guarapari;32;ES;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
247646;2024;;;;;;;;;5103403;Cuiabá;51;MT;1;1;1;1;1422;1384;1396;1410;475.4;489.2;508.8;645.9;ADCDBCBAEBDBEEDEADACDCDBCEBEBDEDAAEDBEDBDCEBC;ACDBEECAADECEEBECCEDEBDECDEADDDABDEEBEAAECECB;ACAEDBAEECBCDACEBDDBBABAEDBBAABEEECBDECEDDCAE;ABDEBBADBDEBEEDCCDABCEABCDBEBCACBBCADAAAEBCDD;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;120;160;120;160;200;760
4287676;2024;;;;;;;;;5300108;Brasília;53;DF;1;1;1;1;1420;1383;1395;1408;467.9;506.6;527.7;416.1;ECEDCBDECECDBEAAAEACDABBCCAECCBBACCCDDBEECDCB;AEB.CBAEDECACCEECACDABACEDABDECAECADEEBADABEE;ADDDCECDEDCEDBADEDDACBEEEAD*ADBBDADAEBAEADEEB;DECDBDDDBDDEABBBCCEDAECAABDCABDECBDAACEDCDDDD;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;140;100;120;120;600
